year,week,state,suspected,confirmed,missing,not_processed,error
2017,34,Imo,0,0,True,False,No PDF file found
2017,34,Jigawa,0,0,True,False,No PDF file found
2017,34,Kaduna,0,0,True,False,No PDF file found
2017,34,Kano,0,0,True,False,No PDF file found
2017,34,Katsina,0,0,True,False,No PDF file found
2017,34,Kebbi,0,0,True,False,No PDF file found
2017,34,Kogi,0,0,True,False,No PDF file found
2017,34,Kwara,0,0,True,False,No PDF file found
2017,34,Lagos,0,0,True,False,No PDF file found
2017,34,Nasarawa,0,0,True,False,No PDF file found
2017,34,Niger,0,0,True,False,No PDF file found
2017,34,Ogun,0,0,True,False,No PDF file found
2017,34,Ondo,0,0,True,False,No PDF file found
2017,34,Osun,0,0,True,False,No PDF file found
2017,34,Oyo,0,0,True,False,No PDF file found
2017,34,Plateau,0,0,True,False,No PDF file found
2017,34,Rivers,0,0,True,False,No PDF file found
2017,34,Sokoto,0,0,True,False,No PDF file found
2017,34,Taraba,0,0,True,False,No PDF file found
2017,34,Yobe,0,0,True,False,No PDF file found
2017,34,Zamfara,0,0,True,False,No PDF file found
2017,35,Abia,0,0,True,False,No PDF file found
2017,35,Adamawa,0,0,True,False,No PDF file found
2017,35,Akwa Ibom,0,0,True,False,No PDF file found
2017,35,Anambra,0,0,True,False,No PDF file found
2017,35,Bauchi,0,0,True,False,No PDF file found
2017,35,Bayelsa,0,0,True,False,No PDF file found
2017,35,Benue,0,0,True,False,No PDF file found
2017,35,Borno,0,0,True,False,No PDF file found
2017,35,Cross River,0,0,True,False,No PDF file found
2017,35,Delta,0,0,True,False,No PDF file found
2017,35,Ebonyi,0,0,True,False,No PDF file found
2017,35,Edo,0,0,True,False,No PDF file found
2017,35,Ekiti,0,0,True,False,No PDF file found
2017,35,Enugu,0,0,True,False,No PDF file found
2017,35,FCT,0,0,True,False,No PDF file found
2017,35,Gombe,0,0,True,False,No PDF file found
2017,35,Imo,0,0,True,False,No PDF file found
2017,35,Jigawa,0,0,True,False,No PDF file found
2017,35,Kaduna,0,0,True,False,No PDF file found
2017,35,Kano,0,0,True,False,No PDF file found
2017,35,Katsina,0,0,True,False,No PDF file found
2017,35,Kebbi,0,0,True,False,No PDF file found
2017,35,Kogi,0,0,True,False,No PDF file found
2017,35,Kwara,0,0,True,False,No PDF file found
2017,35,Lagos,0,0,True,False,No PDF file found
2017,35,Nasarawa,0,0,True,False,No PDF file found
2017,35,Niger,0,0,True,False,No PDF file found
2017,35,Ogun,0,0,True,False,No PDF file found
2017,35,Ondo,0,0,True,False,No PDF file found
2017,35,Osun,0,0,True,False,No PDF file found
2017,35,Oyo,0,0,True,False,No PDF file found
2017,35,Plateau,0,0,True,False,No PDF file found
2017,35,Rivers,0,0,True,False,No PDF file found
2017,35,Sokoto,0,0,True,False,No PDF file found
2017,35,Taraba,0,0,True,False,No PDF file found
2017,35,Yobe,0,0,True,False,No PDF file found
2017,35,Zamfara,0,0,True,False,No PDF file found
2017,36,Abia,0,0,True,False,No PDF file found
2017,36,Adamawa,0,0,True,False,No PDF file found
2017,36,Akwa Ibom,0,0,True,False,No PDF file found
2017,36,Anambra,0,0,True,False,No PDF file found
2017,36,Bauchi,0,0,True,False,No PDF file found
2017,36,Bayelsa,0,0,True,False,No PDF file found
2017,36,Benue,0,0,True,False,No PDF file found
2017,36,Borno,0,0,True,False,No PDF file found
2017,36,Cross River,0,0,True,False,No PDF file found
2017,36,Delta,0,0,True,False,No PDF file found
2017,36,Ebonyi,0,0,True,False,No PDF file found
2017,36,Edo,0,0,True,False,No PDF file found
2017,36,Ekiti,0,0,True,False,No PDF file found
2017,36,Enugu,0,0,True,False,No PDF file found
2017,36,FCT,0,0,True,False,No PDF file found
2017,36,Gombe,0,0,True,False,No PDF file found
2017,36,Imo,0,0,True,False,No PDF file found
2017,36,Jigawa,0,0,True,False,No PDF file found
2017,36,Kaduna,0,0,True,False,No PDF file found
2017,36,Kano,0,0,True,False,No PDF file found
2017,36,Katsina,0,0,True,False,No PDF file found
2017,36,Kebbi,0,0,True,False,No PDF file found
2017,36,Kogi,0,0,True,False,No PDF file found
2017,36,Kwara,0,0,True,False,No PDF file found
2017,36,Lagos,0,0,True,False,No PDF file found
2017,36,Nasarawa,0,0,True,False,No PDF file found
2017,36,Niger,0,0,True,False,No PDF file found
2017,36,Ogun,0,0,True,False,No PDF file found
2017,36,Ondo,0,0,True,False,No PDF file found
2017,36,Osun,0,0,True,False,No PDF file found
2017,36,Oyo,0,0,True,False,No PDF file found
2017,36,Plateau,0,0,True,False,No PDF file found
2017,36,Rivers,0,0,True,False,No PDF file found
2017,36,Sokoto,0,0,True,False,No PDF file found
2017,36,Taraba,0,0,True,False,No PDF file found
2017,36,Yobe,0,0,True,False,No PDF file found
2017,36,Zamfara,0,0,True,False,No PDF file found
2017,37,Abia,0,0,True,False,No PDF file found
2017,37,Adamawa,0,0,True,False,No PDF file found
2017,37,Akwa Ibom,0,0,True,False,No PDF file found
2017,37,Anambra,0,0,True,False,No PDF file found
2017,37,Bauchi,0,0,True,False,No PDF file found
2017,37,Bayelsa,0,0,True,False,No PDF file found
2017,37,Benue,0,0,True,False,No PDF file found
2017,37,Borno,0,0,True,False,No PDF file found
2017,37,Cross River,0,0,True,False,No PDF file found
2017,37,Delta,0,0,True,False,No PDF file found
2017,37,Ebonyi,0,0,True,False,No PDF file found
2017,37,Edo,0,0,True,False,No PDF file found
2017,37,Ekiti,0,0,True,False,No PDF file found
2017,37,Enugu,0,0,True,False,No PDF file found
2017,37,FCT,0,0,True,False,No PDF file found
2017,37,Gombe,0,0,True,False,No PDF file found
2017,37,Imo,0,0,True,False,No PDF file found
2017,37,Jigawa,0,0,True,False,No PDF file found
2017,37,Kaduna,0,0,True,False,No PDF file found
2017,37,Kano,0,0,True,False,No PDF file found
2017,37,Katsina,0,0,True,False,No PDF file found
2017,37,Kebbi,0,0,True,False,No PDF file found
2017,37,Kogi,0,0,True,False,No PDF file found
2017,37,Kwara,0,0,True,False,No PDF file found
2017,37,Lagos,0,0,True,False,No PDF file found
2017,37,Nasarawa,0,0,True,False,No PDF file found
2017,37,Niger,0,0,True,False,No PDF file found
2017,37,Ogun,0,0,True,False,No PDF file found
2017,37,Ondo,0,0,True,False,No PDF file found
2017,37,Osun,0,0,True,False,No PDF file found
2017,37,Oyo,0,0,True,False,No PDF file found
2017,37,Plateau,0,0,True,False,No PDF file found
2017,37,Rivers,0,0,True,False,No PDF file found
2017,37,Sokoto,0,0,True,False,No PDF file found
2017,37,Taraba,0,0,True,False,No PDF file found
2017,37,Yobe,0,0,True,False,No PDF file found
2017,37,Zamfara,0,0,True,False,No PDF file found
2017,38,Abia,0,0,True,False,No PDF file found
2017,38,Adamawa,0,0,True,False,No PDF file found
2017,38,Akwa Ibom,0,0,True,False,No PDF file found
2017,38,Anambra,0,0,True,False,No PDF file found
2017,38,Bauchi,0,0,True,False,No PDF file found
2017,38,Bayelsa,0,0,True,False,No PDF file found
2017,38,Benue,0,0,True,False,No PDF file found
2017,38,Borno,0,0,True,False,No PDF file found
2017,38,Cross River,0,0,True,False,No PDF file found
2017,38,Delta,0,0,True,False,No PDF file found
2017,38,Ebonyi,0,0,True,False,No PDF file found
2017,38,Edo,0,0,True,False,No PDF file found
2017,38,Ekiti,0,0,True,False,No PDF file found
2017,38,Enugu,0,0,True,False,No PDF file found
2017,38,FCT,0,0,True,False,No PDF file found
2017,38,Gombe,0,0,True,False,No PDF file found
2017,38,Imo,0,0,True,False,No PDF file found
2017,38,Jigawa,0,0,True,False,No PDF file found
2017,38,Kaduna,0,0,True,False,No PDF file found
2017,38,Kano,0,0,True,False,No PDF file found
2017,38,Katsina,0,0,True,False,No PDF file found
2017,38,Kebbi,0,0,True,False,No PDF file found
2017,38,Kogi,0,0,True,False,No PDF file found
2017,38,Kwara,0,0,True,False,No PDF file found
2017,38,Lagos,0,0,True,False,No PDF file found
2017,38,Nasarawa,0,0,True,False,No PDF file found
2017,38,Niger,0,0,True,False,No PDF file found
2017,38,Ogun,0,0,True,False,No PDF file found
2017,38,Ondo,0,0,True,False,No PDF file found
2017,38,Osun,0,0,True,False,No PDF file found
2017,38,Oyo,0,0,True,False,No PDF file found
2017,38,Plateau,0,0,True,False,No PDF file found
2017,38,Rivers,0,0,True,False,No PDF file found
2017,38,Sokoto,0,0,True,False,No PDF file found
2017,38,Taraba,0,0,True,False,No PDF file found
2017,38,Yobe,0,0,True,False,No PDF file found
2017,38,Zamfara,0,0,True,False,No PDF file found
2017,39,Abia,0,0,True,False,No PDF file found
2017,39,Adamawa,0,0,True,False,No PDF file found
2017,39,Akwa Ibom,0,0,True,False,No PDF file found
2017,39,Anambra,0,0,True,False,No PDF file found
2017,39,Bauchi,0,0,True,False,No PDF file found
2017,39,Bayelsa,0,0,True,False,No PDF file found
2017,39,Benue,0,0,True,False,No PDF file found
2017,39,Borno,0,0,True,False,No PDF file found
2017,39,Cross River,0,0,True,False,No PDF file found
2017,39,Delta,0,0,True,False,No PDF file found
2017,39,Ebonyi,0,0,True,False,No PDF file found
2017,39,Edo,0,0,True,False,No PDF file found
2017,39,Ekiti,0,0,True,False,No PDF file found
2017,39,Enugu,0,0,True,False,No PDF file found
2017,39,FCT,0,0,True,False,No PDF file found
2017,39,Gombe,0,0,True,False,No PDF file found
2017,39,Imo,0,0,True,False,No PDF file found
2017,39,Jigawa,0,0,True,False,No PDF file found
2017,39,Kaduna,0,0,True,False,No PDF file found
2017,39,Kano,0,0,True,False,No PDF file found
2017,39,Katsina,0,0,True,False,No PDF file found
2017,39,Kebbi,0,0,True,False,No PDF file found
2017,39,Kogi,0,0,True,False,No PDF file found
2017,39,Kwara,0,0,True,False,No PDF file found
2017,39,Lagos,0,0,True,False,No PDF file found
2017,39,Nasarawa,0,0,True,False,No PDF file found
2017,39,Niger,0,0,True,False,No PDF file found
2017,39,Ogun,0,0,True,False,No PDF file found
2017,39,Ondo,0,0,True,False,No PDF file found
2017,39,Osun,0,0,True,False,No PDF file found
2017,39,Oyo,0,0,True,False,No PDF file found
2017,39,Plateau,0,0,True,False,No PDF file found
2017,39,Rivers,0,0,True,False,No PDF file found
2017,39,Sokoto,0,0,True,False,No PDF file found
2017,39,Taraba,0,0,True,False,No PDF file found
2017,39,Yobe,0,0,True,False,No PDF file found
2017,39,Zamfara,0,0,True,False,No PDF file found
2017,40,Abia,0,0,True,False,No PDF file found
2017,40,Adamawa,0,0,True,False,No PDF file found
2017,40,Akwa Ibom,0,0,True,False,No PDF file found
2017,40,Anambra,0,0,True,False,No PDF file found
2017,40,Bauchi,0,0,True,False,No PDF file found
2017,40,Bayelsa,0,0,True,False,No PDF file found
2017,40,Benue,0,0,True,False,No PDF file found
2017,40,Borno,0,0,True,False,No PDF file found
2017,40,Cross River,0,0,True,False,No PDF file found
2017,40,Delta,0,0,True,False,No PDF file found
2017,40,Ebonyi,0,0,True,False,No PDF file found
2017,40,Edo,0,0,True,False,No PDF file found
2017,40,Ekiti,0,0,True,False,No PDF file found
2017,40,Enugu,0,0,True,False,No PDF file found
2017,40,FCT,0,0,True,False,No PDF file found
2017,40,Gombe,0,0,True,False,No PDF file found
2017,40,Imo,0,0,True,False,No PDF file found
2017,40,Jigawa,0,0,True,False,No PDF file found
2017,40,Kaduna,0,0,True,False,No PDF file found
2017,40,Kano,0,0,True,False,No PDF file found
2017,40,Katsina,0,0,True,False,No PDF file found
2017,40,Kebbi,0,0,True,False,No PDF file found
2017,40,Kogi,0,0,True,False,No PDF file found
2017,40,Kwara,0,0,True,False,No PDF file found
2017,40,Lagos,0,0,True,False,No PDF file found
2017,40,Nasarawa,0,0,True,False,No PDF file found
2017,40,Niger,0,0,True,False,No PDF file found
2017,40,Ogun,0,0,True,False,No PDF file found
2017,40,Ondo,0,0,True,False,No PDF file found
2017,40,Osun,0,0,True,False,No PDF file found
2017,40,Oyo,0,0,True,False,No PDF file found
2017,40,Plateau,0,0,True,False,No PDF file found
2017,40,Rivers,0,0,True,False,No PDF file found
2017,40,Sokoto,0,0,True,False,No PDF file found
2017,40,Taraba,0,0,True,False,No PDF file found
2017,40,Yobe,0,0,True,False,No PDF file found
2017,40,Zamfara,0,0,True,False,No PDF file found
2017,41,Abia,0,0,True,False,No PDF file found
2017,41,Adamawa,0,0,True,False,No PDF file found
2017,41,Akwa Ibom,0,0,True,False,No PDF file found
2017,41,Anambra,0,0,True,False,No PDF file found
2017,41,Bauchi,0,0,True,False,No PDF file found
2017,41,Bayelsa,0,0,True,False,No PDF file found
2017,41,Benue,0,0,True,False,No PDF file found
2017,41,Borno,0,0,True,False,No PDF file found
2017,41,Cross River,0,0,True,False,No PDF file found
2017,41,Delta,0,0,True,False,No PDF file found
2017,41,Ebonyi,0,0,True,False,No PDF file found
2017,41,Edo,0,0,True,False,No PDF file found
2017,41,Ekiti,0,0,True,False,No PDF file found
2017,41,Enugu,0,0,True,False,No PDF file found
2017,41,FCT,0,0,True,False,No PDF file found
2017,41,Gombe,0,0,True,False,No PDF file found
2017,41,Imo,0,0,True,False,No PDF file found
2017,41,Jigawa,0,0,True,False,No PDF file found
2017,41,Kaduna,0,0,True,False,No PDF file found
2017,41,Kano,0,0,True,False,No PDF file found
2017,41,Katsina,0,0,True,False,No PDF file found
2017,41,Kebbi,0,0,True,False,No PDF file found
2017,41,Kogi,0,0,True,False,No PDF file found
2017,41,Kwara,0,0,True,False,No PDF file found
2017,41,Lagos,0,0,True,False,No PDF file found
2017,41,Nasarawa,0,0,True,False,No PDF file found
2017,41,Niger,0,0,True,False,No PDF file found
2017,41,Ogun,0,0,True,False,No PDF file found
2017,41,Ondo,0,0,True,False,No PDF file found
2017,41,Osun,0,0,True,False,No PDF file found
2017,41,Oyo,0,0,True,False,No PDF file found
2017,41,Plateau,0,0,True,False,No PDF file found
2017,41,Rivers,0,0,True,False,No PDF file found
2017,41,Sokoto,0,0,True,False,No PDF file found
2017,41,Taraba,0,0,True,False,No PDF file found
2017,41,Yobe,0,0,True,False,No PDF file found
2017,41,Zamfara,0,0,True,False,No PDF file found
2017,42,Abia,0,0,,,
2017,42,Adamawa,0,0,,,
2017,42,Akwa Ibom,0,0,,,
2017,42,Anambra,0,0,,,
2017,42,Bauchi,0,0,,,
2017,42,Bayelsa,0,0,,,
2017,42,Benue,0,0,,,
2017,42,Borno,0,0,,,
2017,42,Cross River,0,0,,,
2017,42,Delta,0,0,,,
2017,42,Ebonyi,0,0,,,
2017,42,Edo,0,0,,,
2017,42,Ekiti,0,0,,,
2017,42,Enugu,0,0,,,
2017,42,FCT,0,0,,,
2017,42,Gombe,0,0,,,
2017,42,Imo,0,0,,,
2017,42,Jigawa,0,0,,,
2017,42,Kaduna,0,0,,,
2017,42,Kano,0,0,,,
2017,42,Katsina,0,0,,,
2017,42,Kebbi,0,0,,,
2017,42,Kogi,0,0,,,
2017,42,Kwara,0,0,,,
2017,42,Lagos,0,0,,,
2017,42,Nasarawa,0,0,,,
2017,42,Niger,0,0,,,
2017,42,Ogun,0,0,,,
2017,42,Ondo,0,0,,,
2017,42,Osun,0,0,,,
2017,42,Oyo,0,0,,,
2017,42,Plateau,0,0,,,
2017,42,Rivers,0,0,,,
2017,42,Sokoto,0,0,,,
2017,42,Taraba,0,0,,,
2017,42,Yobe,0,0,,,
2017,42,Zamfara,0,0,,,
2017,43,Abia,0,0,,,
2017,43,Adamawa,0,0,,,
2017,43,Akwa Ibom,0,0,,,
2017,43,Anambra,0,0,,,
2017,43,Bauchi,0,0,,,
2017,43,Bayelsa,0,0,,,
2017,43,Benue,0,0,,,
2017,43,Borno,0,0,,,
2017,43,Cross River,0,0,,,
2017,43,Delta,0,0,,,
2017,43,Ebonyi,0,0,,,
2017,43,Edo,0,0,,,
2017,43,Ekiti,0,0,,,
2017,43,Enugu,0,0,,,
2017,43,FCT,0,0,,,
2017,43,Gombe,0,0,,,
2017,43,Imo,0,0,,,
2017,43,Jigawa,0,0,,,
2017,43,Kaduna,0,0,,,
2017,43,Kano,0,0,,,
2017,43,Katsina,0,0,,,
2017,43,Kebbi,0,0,,,
2017,43,Kogi,0,0,,,
2017,43,Kwara,0,0,,,
2017,43,Lagos,0,0,,,
2017,43,Nasarawa,0,0,,,
2017,43,Niger,0,0,,,
2017,43,Ogun,0,0,,,
2017,43,Ondo,0,0,,,
2017,43,Osun,0,0,,,
2017,43,Oyo,0,0,,,
2017,43,Plateau,0,0,,,
2017,43,Rivers,0,0,,,
2017,43,Sokoto,0,0,,,
2017,43,Taraba,0,0,,,
2017,43,Yobe,0,0,,,
2017,43,Zamfara,0,0,,,
2017,44,Abia,0,0,True,False,No PDF file found
2017,44,Adamawa,0,0,True,False,No PDF file found
2017,44,Akwa Ibom,0,0,True,False,No PDF file found
2017,44,Anambra,0,0,True,False,No PDF file found
2017,44,Bauchi,0,0,True,False,No PDF file found
2017,44,Bayelsa,0,0,True,False,No PDF file found
2017,44,Benue,0,0,True,False,No PDF file found
2017,44,Borno,0,0,True,False,No PDF file found
2017,44,Cross River,0,0,True,False,No PDF file found
2017,44,Delta,0,0,True,False,No PDF file found
2017,44,Ebonyi,0,0,True,False,No PDF file found
2017,44,Edo,0,0,True,False,No PDF file found
2017,44,Ekiti,0,0,True,False,No PDF file found
2017,44,Enugu,0,0,True,False,No PDF file found
2017,44,FCT,0,0,True,False,No PDF file found
2017,44,Gombe,0,0,True,False,No PDF file found
2017,44,Imo,0,0,True,False,No PDF file found
2017,44,Jigawa,0,0,True,False,No PDF file found
2017,44,Kaduna,0,0,True,False,No PDF file found
2017,44,Kano,0,0,True,False,No PDF file found
2017,44,Katsina,0,0,True,False,No PDF file found
2017,44,Kebbi,0,0,True,False,No PDF file found
2017,44,Kogi,0,0,True,False,No PDF file found
2017,44,Kwara,0,0,True,False,No PDF file found
2017,44,Lagos,0,0,True,False,No PDF file found
2017,44,Nasarawa,0,0,True,False,No PDF file found
2017,44,Niger,0,0,True,False,No PDF file found
2017,44,Ogun,0,0,True,False,No PDF file found
2017,44,Ondo,0,0,True,False,No PDF file found
2017,44,Osun,0,0,True,False,No PDF file found
2017,44,Oyo,0,0,True,False,No PDF file found
2017,44,Plateau,0,0,True,False,No PDF file found
2017,44,Rivers,0,0,True,False,No PDF file found
2017,44,Sokoto,0,0,True,False,No PDF file found
2017,44,Taraba,0,0,True,False,No PDF file found
2017,44,Yobe,0,0,True,False,No PDF file found
2017,44,Zamfara,0,0,True,False,No PDF file found
2017,46,Abia,0,0,True,False,No PDF file found
2017,46,Adamawa,0,0,True,False,No PDF file found
2017,46,Akwa Ibom,0,0,True,False,No PDF file found
2017,46,Anambra,0,0,True,False,No PDF file found
2017,46,Bauchi,0,0,True,False,No PDF file found
2017,46,Bayelsa,0,0,True,False,No PDF file found
2017,46,Benue,0,0,True,False,No PDF file found
2017,46,Borno,0,0,True,False,No PDF file found
2017,46,Cross River,0,0,True,False,No PDF file found
2017,46,Delta,0,0,True,False,No PDF file found
2017,46,Ebonyi,0,0,True,False,No PDF file found
2017,46,Edo,0,0,True,False,No PDF file found
2017,46,Ekiti,0,0,True,False,No PDF file found
2017,46,Enugu,0,0,True,False,No PDF file found
2017,46,FCT,0,0,True,False,No PDF file found
2017,46,Gombe,0,0,True,False,No PDF file found
2017,46,Imo,0,0,True,False,No PDF file found
2017,46,Jigawa,0,0,True,False,No PDF file found
2017,46,Kaduna,0,0,True,False,No PDF file found
2017,46,Kano,0,0,True,False,No PDF file found
2017,46,Katsina,0,0,True,False,No PDF file found
2017,46,Kebbi,0,0,True,False,No PDF file found
2017,46,Kogi,0,0,True,False,No PDF file found
2017,46,Kwara,0,0,True,False,No PDF file found
2017,46,Lagos,0,0,True,False,No PDF file found
2017,46,Nasarawa,0,0,True,False,No PDF file found
2017,46,Niger,0,0,True,False,No PDF file found
2017,46,Ogun,0,0,True,False,No PDF file found
2017,46,Ondo,0,0,True,False,No PDF file found
2017,46,Osun,0,0,True,False,No PDF file found
2017,46,Oyo,0,0,True,False,No PDF file found
2017,46,Plateau,0,0,True,False,No PDF file found
2017,46,Rivers,0,0,True,False,No PDF file found
2017,46,Sokoto,0,0,True,False,No PDF file found
2017,46,Taraba,0,0,True,False,No PDF file found
2017,46,Yobe,0,0,True,False,No PDF file found
2017,46,Zamfara,0,0,True,False,No PDF file found
2017,47,Abia,0,0,True,False,No PDF file found
2017,47,Adamawa,0,0,True,False,No PDF file found
2017,47,Akwa Ibom,0,0,True,False,No PDF file found
2017,47,Anambra,0,0,True,False,No PDF file found
2017,47,Bauchi,0,0,True,False,No PDF file found
2017,47,Bayelsa,0,0,True,False,No PDF file found
2017,47,Benue,0,0,True,False,No PDF file found
2017,47,Borno,0,0,True,False,No PDF file found
2017,47,Cross River,0,0,True,False,No PDF file found
2017,47,Delta,0,0,True,False,No PDF file found
2017,47,Ebonyi,0,0,True,False,No PDF file found
2017,47,Edo,0,0,True,False,No PDF file found
2017,47,Ekiti,0,0,True,False,No PDF file found
2017,47,Enugu,0,0,True,False,No PDF file found
2017,47,FCT,0,0,True,False,No PDF file found
2017,47,Gombe,0,0,True,False,No PDF file found
2017,47,Imo,0,0,True,False,No PDF file found
2017,47,Jigawa,0,0,True,False,No PDF file found
2017,47,Kaduna,0,0,True,False,No PDF file found
2017,47,Kano,0,0,True,False,No PDF file found
2017,47,Katsina,0,0,True,False,No PDF file found
2017,47,Kebbi,0,0,True,False,No PDF file found
2017,47,Kogi,0,0,True,False,No PDF file found
2017,47,Kwara,0,0,True,False,No PDF file found
2017,47,Lagos,0,0,True,False,No PDF file found
2017,47,Nasarawa,0,0,True,False,No PDF file found
2017,47,Niger,0,0,True,False,No PDF file found
2017,47,Ogun,0,0,True,False,No PDF file found
2017,47,Ondo,0,0,True,False,No PDF file found
2017,47,Osun,0,0,True,False,No PDF file found
2017,47,Oyo,0,0,True,False,No PDF file found
2017,47,Plateau,0,0,True,False,No PDF file found
2017,47,Rivers,0,0,True,False,No PDF file found
2017,47,Sokoto,0,0,True,False,No PDF file found
2017,47,Taraba,0,0,True,False,No PDF file found
2017,47,Yobe,0,0,True,False,No PDF file found
2017,47,Zamfara,0,0,True,False,No PDF file found
2017,49,Abia,0,0,True,False,No PDF file found
2017,49,Adamawa,0,0,True,False,No PDF file found
2017,49,Akwa Ibom,0,0,True,False,No PDF file found
2017,49,Anambra,0,0,True,False,No PDF file found
2017,49,Bauchi,0,0,True,False,No PDF file found
2017,49,Bayelsa,0,0,True,False,No PDF file found
2017,49,Benue,0,0,True,False,No PDF file found
2017,49,Borno,0,0,True,False,No PDF file found
2017,49,Cross River,0,0,True,False,No PDF file found
2017,49,Delta,0,0,True,False,No PDF file found
2017,49,Ebonyi,0,0,True,False,No PDF file found
2017,49,Edo,0,0,True,False,No PDF file found
2017,49,Ekiti,0,0,True,False,No PDF file found
2017,49,Enugu,0,0,True,False,No PDF file found
2017,49,FCT,0,0,True,False,No PDF file found
2017,49,Gombe,0,0,True,False,No PDF file found
2017,49,Imo,0,0,True,False,No PDF file found
2017,49,Jigawa,0,0,True,False,No PDF file found
2017,49,Kaduna,0,0,True,False,No PDF file found
2017,49,Kano,0,0,True,False,No PDF file found
2017,49,Katsina,0,0,True,False,No PDF file found
2017,49,Kebbi,0,0,True,False,No PDF file found
2017,49,Kogi,0,0,True,False,No PDF file found
2017,49,Kwara,0,0,True,False,No PDF file found
2017,49,Lagos,0,0,True,False,No PDF file found
2017,49,Nasarawa,0,0,True,False,No PDF file found
2017,49,Niger,0,0,True,False,No PDF file found
2017,49,Ogun,0,0,True,False,No PDF file found
2017,49,Ondo,0,0,True,False,No PDF file found
2017,49,Osun,0,0,True,False,No PDF file found
2017,49,Oyo,0,0,True,False,No PDF file found
2017,49,Plateau,0,0,True,False,No PDF file found
2017,49,Rivers,0,0,True,False,No PDF file found
2017,49,Sokoto,0,0,True,False,No PDF file found
2017,49,Taraba,0,0,True,False,No PDF file found
2017,49,Yobe,0,0,True,False,No PDF file found
2017,49,Zamfara,0,0,True,False,No PDF file found
2017,50,Abia,0,0,,,
2017,50,Adamawa,0,0,,,
2017,50,Akwa Ibom,0,0,,,
2017,50,Anambra,0,0,,,
2017,50,Bauchi,0,0,,,
2017,50,Bayelsa,0,0,,,
2017,50,Benue,0,0,,,
2017,50,Borno,0,0,,,
2017,50,Cross River,0,0,,,
2017,50,Delta,0,0,,,
2017,50,Ebonyi,0,0,,,
2017,50,Edo,0,0,,,
2017,50,Ekiti,0,0,,,
2017,50,Enugu,0,0,,,
2017,50,FCT,0,0,,,
2017,50,Gombe,0,0,,,
2017,50,Imo,0,0,,,
2017,50,Jigawa,0,0,,,
2017,50,Kaduna,0,0,,,
2017,50,Kano,0,0,,,
2017,50,Katsina,0,0,,,
2017,50,Kebbi,0,0,,,
2017,50,Kogi,0,0,,,
2017,50,Kwara,0,0,,,
2017,50,Lagos,0,0,,,
2017,50,Nasarawa,0,0,,,
2017,50,Niger,0,0,,,
2017,50,Ogun,0,0,,,
2017,50,Ondo,0,0,,,
2017,50,Osun,0,0,,,
2017,50,Oyo,0,0,,,
2017,50,Plateau,0,0,,,
2017,50,Rivers,0,0,,,
2017,50,Sokoto,0,0,,,
2017,50,Taraba,0,0,,,
2017,50,Yobe,0,0,,,
2017,50,Zamfara,0,0,,,
2017,51,Abia,0,0,True,False,No PDF file found
2017,51,Adamawa,0,0,True,False,No PDF file found
2017,51,Akwa Ibom,0,0,True,False,No PDF file found
2017,51,Anambra,0,0,True,False,No PDF file found
2017,51,Bauchi,0,0,True,False,No PDF file found
2017,51,Bayelsa,0,0,True,False,No PDF file found
2017,51,Benue,0,0,True,False,No PDF file found
2017,51,Borno,0,0,True,False,No PDF file found
2017,51,Cross River,0,0,True,False,No PDF file found
2017,51,Delta,0,0,True,False,No PDF file found
2017,51,Ebonyi,0,0,True,False,No PDF file found
2017,51,Edo,0,0,True,False,No PDF file found
2017,51,Ekiti,0,0,True,False,No PDF file found
2017,51,Enugu,0,0,True,False,No PDF file found
2017,51,FCT,0,0,True,False,No PDF file found
2017,51,Gombe,0,0,True,False,No PDF file found
2017,51,Imo,0,0,True,False,No PDF file found
2017,51,Jigawa,0,0,True,False,No PDF file found
2017,51,Kaduna,0,0,True,False,No PDF file found
2017,51,Kano,0,0,True,False,No PDF file found
2017,51,Katsina,0,0,True,False,No PDF file found
2017,51,Kebbi,0,0,True,False,No PDF file found
2017,51,Kogi,0,0,True,False,No PDF file found
2017,51,Kwara,0,0,True,False,No PDF file found
2017,51,Lagos,0,0,True,False,No PDF file found
2017,51,Nasarawa,0,0,True,False,No PDF file found
2017,51,Niger,0,0,True,False,No PDF file found
2017,51,Ogun,0,0,True,False,No PDF file found
2017,51,Ondo,0,0,True,False,No PDF file found
2017,51,Osun,0,0,True,False,No PDF file found
2017,51,Oyo,0,0,True,False,No PDF file found
2017,51,Plateau,0,0,True,False,No PDF file found
2017,51,Rivers,0,0,True,False,No PDF file found
2017,51,Sokoto,0,0,True,False,No PDF file found
2017,51,Taraba,0,0,True,False,No PDF file found
2017,51,Yobe,0,0,True,False,No PDF file found
2017,51,Zamfara,0,0,True,False,No PDF file found
2017,52,Abia,0,0,,,
2017,52,Adamawa,0,0,,,
2017,52,Akwa Ibom,0,0,,,
2017,52,Anambra,0,0,,,
2017,52,Bauchi,0,0,,,
2017,52,Bayelsa,0,0,,,
2017,52,Benue,0,0,,,
2017,52,Borno,0,0,,,
2017,52,Cross River,0,0,,,
2017,52,Delta,0,0,,,
2017,52,Ebonyi,0,0,,,
2017,52,Edo,0,0,,,
2017,52,Ekiti,0,0,,,
2017,52,Enugu,0,0,,,
2017,52,FCT,0,0,,,
2017,52,Gombe,0,0,,,
2017,52,Imo,0,0,,,
2017,52,Jigawa,0,0,,,
2017,52,Kaduna,0,0,,,
